DateTime,StationName,Wind maximum (m/s),NO (ug/m3),NO2 (ug/m3),Temperature 2m (DegC),CO (mg/m3),Wind speed (m/s),Temperature (near ground - top of mast) (DegC),Temperature 10m (DegC),SO2 (ug/m3),PM10 (ug/m3),PMCoarse (ug/m3),Relative humidity (%),Wind direction (Deg),O3 (ug/m3),NOx (ppb),PM2.5 (ug/m3)
1/07/2018 1:00:00 p.m.,St Albans,6.583333015,,,12.98453045,0.064911343,3.744833469,-0.510361373,13.49488831,0.224108636,14.69999981,12.69999981,55.55875015,38.88977051,,,2
1/07/2018 2:00:00 p.m.,St Albans,4.699999809,,,13.40150166,0.091930546,2.508916616,-0.680722415,14.08222198,0.200187564,16.60000038,14.60000038,61.03458405,119.2325974,,,2
1/07/2018 3:00:00 p.m.,St Albans,3.683333397,,,13.90266323,0.106872663,1.990833282,-0.688930809,14.59159851,0.159214959,23.60000038,21.30000114,162.0680542,34.08808899,,,2.299999952
1/07/2018 4:00:00 p.m.,St Albans,4.916666508,,,14.59999847,0.129031301,2.257111073,-1.780361056,16.38035965,0.225402623,18.29999924,14.49999905,58.87041855,329.4468079,,,3.799999952
1/07/2018 5:00:00 p.m.,St Albans,6.133333206,,,14.55445862,0.146858871,3.038333416,-1.644597173,16.19905663,0.156269431,16.60000038,7.700000763,57.76138306,344.2839966,,,8.899999619
1/07/2018 6:00:00 p.m.,St Albans,5.300000191,,,13.73323631,0.226317257,2.848889112,-1.402458787,15.1356945,0.205740198,21.10000038,7.800000191,61.62958145,338.5632019,,,13.30000019
1/07/2018 7:00:00 p.m.,St Albans,5.866666794,,,13.68133545,0.09949486,2.780388832,-0.938763618,14.62009525,0.224038869,14.10000038,6,62.34347534,242.6981964,,,8.100000381
1/07/2018 8:00:00 p.m.,St Albans,4.516666412,,,12.37751484,0.183299199,2.270277977,-0.302319378,12.67983341,0.146068662,16.39999962,5.599999428,72.19124603,180.5968933,,,10.80000019
1/07/2018 9:00:00 p.m.,St Albans,3.633333445,,,11.2413187,0.257589042,1.885388851,-0.354138851,11.59545803,0.169352323,21.5,5.899999619,77.98222351,276.7225037,,,15.60000038
1/07/2018 10:00:00 p.m.,St Albans,3.983333349,,,10.65900135,0.188383371,2.222471952,-0.654694736,11.313694,0.216365635,13.30000019,3.400000572,76.34444427,207.2845001,,,9.899999619
1/07/2018 11:00:00 p.m.,St Albans,2.866666555,,,10.49674988,0.206046,1.736666679,-0.268708378,10.76545811,0.258868665,13.39999962,4.699999809,78.19513702,253.6799011,,,8.699999809
2/07/2018 12:00:00 a.m.,St Albans,3.150000095,,,10.03048611,0.208353162,1.909166455,-0.171069622,10.20155525,0.280287027,13.39999962,4.399999619,80.8429184,233.7250977,,,9
2/07/2018 1:00:00 a.m.,St Albans,4.616666794,,,9.769166946,0.10521514,2.514555454,-0.195819214,9.964985847,0.32497707,11.89999962,3.099999428,80.78583527,236.1340027,,,8.800000191
2/07/2018 2:00:00 a.m.,St Albans,4.5,,,9.029027939,0.079606682,2.638861179,0.053791683,8.975235939,0.310259998,12.60000038,3.400000572,86.34555817,235.0579071,,,9.199999809
2/07/2018 3:00:00 a.m.,St Albans,4.800000191,,,8.676625252,0.038270906,2.584749937,-0.216902897,8.893527985,,6.800000191,3.800000191,88.94875336,252.875,,,3
2/07/2018 4:00:00 a.m.,St Albans,4.833333492,,,8.708986282,0.049134389,2.745527744,-0.289486259,8.998472214,0.212574989,8.899999619,3.099999428,89.59486389,247.2696075,,,5.800000191
2/07/2018 5:00:00 a.m.,St Albans,3.200000048,,,8.606805801,0.05244685,1.905388832,-0.119472183,8.726278305,0.219692647,10.10000038,4.100000381,88.88792419,243.3114014,,,6
2/07/2018 6:00:00 a.m.,St Albans,3.049999952,,,8.507819176,0.058528159,1.817749739,-0.111069359,8.618888855,0.207810029,9.600000381,4.900000572,89.72138977,227.6380005,,,4.699999809
2/07/2018 7:00:00 a.m.,St Albans,4.233333111,,,8.570069313,0.082194559,2.020416737,-0.206347153,8.776416779,0.181210577,9.399999619,4.099999428,90.70819092,230.421402,,,5.300000191
2/07/2018 8:00:00 a.m.,St Albans,4.900000095,,,8.702388763,0.095250227,2.703722477,-0.148680523,8.85106945,0.166258827,9.600000381,4.100000381,92.45777893,254.8011017,,,5.5
2/07/2018 9:00:00 a.m.,St Albans,4.650000095,,,8.791722298,1.218427539,2.653388977,-0.289138943,49.080861092,0.22010611,17.89999962,5.799999237,93.52819061,241.5912018,,,12.10000038
2/07/2018 10:00:00 a.m.,St Albans,6.599999905,,,8.966610909,0.113924026,3.242722273,-0.523611248,9.490221977,0.233100086,13.69999981,5,93.60958099,240.2088928,,,8.699999809
2/07/2018 11:00:00 a.m.,St Albans,7.266666889,,,9.656888962,0.035554178,3.317027807,-0.419875145,10.07676411,0.199433222,7.699999809,5.399999619,90.42263794,215.4076996,,,2.299999952
2/07/2018 12:00:00 p.m.,St Albans,9.966666222,,,10.19216633,0.017590705,4.570194244,-0.332541466,10.52470779,0.165255219,8.399999619,6.799999714,86.66249847,218.9104004,,,1.600000024
2/07/2018 1:00:00 p.m.,St Albans,10.76666641,,,10.42040443,0.014556098,5.181472301,0.045680683,10.37472057,0.210215554,10.5,7.099999905,84.86235809,201.1445007,,,3.400000095
2/07/2018 2:00:00 p.m.,St Albans,10.35000038,,,9.477305412,0.017373471,5.089860916,-0.213611126,9.690916061,0.218204021,10.69999981,6.099999905,89.53013611,213.8898926,,,4.599999905
2/07/2018 3:00:00 p.m.,St Albans,9.333333015,,,9.59913826,0.026658161,4.479333401,-0.092847504,9.691986084,0.27189371,15.30000019,8.300000191,85.79638672,212.8242035,,,7
2/07/2018 4:00:00 p.m.,St Albans,9.550000191,,,9.66438961,0.027813526,4.730750084,-0.147458076,9.811847687,0.265784472,12.10000038,9.800000191,83.15097046,209.0679016,,,2.299999952
2/07/2018 5:00:00 p.m.,St Albans,8.833333015,,,9.307430267,0.057673346,4.188500404,-0.190888882,9.498319626,0.262380391,12,7.400000095,81.1701355,209.713501,,,4.599999905
2/07/2018 6:00:00 p.m.,St Albans,6.083333492,,,8.730597496,0.103381604,2.767388821,-0.251708031,8.982305527,0.244872794,17.20000076,11.80000019,81.54958344,218.2151947,,,5.400000095
2/07/2018 7:00:00 p.m.,St Albans,5.483333111,,,8.379041672,0.081495062,2.472833395,-0.246277973,8.625319481,0.199599937,19,13.69999981,83.11833191,207.3939972,,,5.300000191
2/07/2018 8:00:00 p.m.,St Albans,5.283333302,,,8.066583633,0.064924389,2.59800005,-0.329861253,8.396444321,0.209875792,22.20000076,13.90000057,78.7547226,222.9445038,,,8.300000191
2/07/2018 9:00:00 p.m.,St Albans,4.016666412,,,7.304319382,0.109371312,1.958249807,-0.54086113,7.845180511,0.153650731,18.39999962,11.89999962,79.92958069,226.8058929,,,6.5
2/07/2018 10:00:00 p.m.,St Albans,3.533333302,,,6.700833797,0.24638997,2.172777891,-0.494291633,7.195125103,0.146433204,25.10000038,10.30000019,84.10444641,238.5997925,,,14.80000019
2/07/2018 11:00:00 p.m.,St Albans,2.799999952,,,6.174388885,0.304479331,1.692777872,-0.600791693,6.77518034,0.114056617,27.5,14.80000019,86.44708252,256.0194092,,,12.69999981
3/07/2018 12:00:00 a.m.,St Albans,2.833333254,,,6.413875103,0.124037549,1.425611138,-0.671652853,7.085527897,0.096869439,17.60000038,12.20000076,90.12097168,216.584198,,,5.400000095
3/07/2018 1:00:00 a.m.,St Albans,1.366666675,,,6.314847469,0.190454662,0.626166701,-0.295902729,6.610750198,0.10366784,16.39999962,8.899999619,90.00541687,238.9031067,,,7.5
3/07/2018 2:00:00 a.m.,St Albans,2.450000048,,,6.562097073,0.08766333,1.361249924,-0.483347267,7.045444489,0.096117407,11.30000019,5.200000286,89.71194458,246.3215027,,,6.099999905
3/07/2018 3:00:00 a.m.,St Albans,3.033333302,,,5.888861179,0.082959719,1.715972304,-0.470874935,6.359735966,,9.800000191,6.200000286,87.35639191,215.8423004,,,3.599999905
3/07/2018 4:00:00 a.m.,St Albans,2.766666651,,,4.801875114,0.123892516,1.725444555,-0.837680399,5.639555454,0.055205252,9.100000381,5.700000286,87.98249817,215.1065063,,,3.400000095
3/07/2018 5:00:00 a.m.,St Albans,2.349999905,,,4.065278053,0.093792252,1.288611054,-1.194750071,5.260027885,0.016523773,8.600000381,3.900000572,88.79374695,212.7044983,,,4.699999809
3/07/2018 6:00:00 a.m.,St Albans,2.400000095,,,4.383832932,0.111011937,1.33119452,-1.10538888,5.489222527,0.015274533,10.30000019,7.000000477,90.1543045,325.2052002,,,3.299999952
3/07/2018 7:00:00 a.m.,St Albans,2.849999905,,,4.385375023,0.237267926,1.649500132,-1.085347295,5.470722198,0.078352682,12.39999962,6.399999619,89.96986389,241.0596008,,,6
3/07/2018 8:00:00 a.m.,St Albans,2.966666698,,,5.212749958,0.300088733,1.877777576,-0.521264017,5.734013557,0.169601992,12.19999981,5.5,88.9201355,278.8212891,,,6.699999809
3/07/2018 9:00:00 a.m.,St Albans,2.150000095,,,4.978805542,0.769839942,1.325111151,-0.243541718,5.22234726,0.707148552,23.79999924,9.899999619,87.50694275,,,,13.89999962
3/07/2018 10:00:00 a.m.,St Albans,2,,,5.344958305,0.748318255,1.149166703,-1.0531528,6.398111343,0.664410055,26.39999962,11.5,89.34388733,279.0217896,,,14.89999962
3/07/2018 11:00:00 a.m.,St Albans,2.150000095,,,6.871736526,0.288660198,1.174055576,-0.503694355,7.375430584,0.382993937,22.20000076,12.80000114,87.54763794,298.3352051,,,9.399999619
3/07/2018 12:00:00 p.m.,St Albans,1.549999952,,,8.081764221,0.121875867,0.691305578,-2.14383316,10.22559643,0.394349873,14.69999981,10,83.75333405,219.188797,,,4.699999809
3/07/2018 1:00:00 p.m.,St Albans,2.25,,,9.254985809,0.061935142,1.018083215,-1.368888855,10.62387276,0.967378139,11.89999962,7.199999809,75.7986145,204.3616943,,,4.699999809
3/07/2018 2:00:00 p.m.,St Albans,3.133333206,,,9.823917389,0.079311892,1.647889018,-1.072444439,10.8963604,1.121737361,10.60000038,9.700000763,72.875,54.92469025,,,0.899999976
3/07/2018 3:00:00 p.m.,St Albans,4.633333206,,,9.92348671,0.059024569,2.636777878,-0.325166851,10.24865341,0.783414185,11.80000019,9.900000572,71.05499268,48.30899811,,,1.899999976
3/07/2018 4:00:00 p.m.,St Albans,4.849999905,,,9.337222099,0.06623257,2.810527802,-0.456819385,9.794041634,0.543486953,11.10000038,6.200000286,73.55166626,49.87226105,,,4.900000095
3/07/2018 5:00:00 p.m.,St Albans,4.099999905,,,8.388069153,0.121697657,2.281027794,-0.643249989,9.031319618,0.325632483,13.80000019,12.19999981,78.4402771,60.16460037,,,1.600000024
3/07/2018 6:00:00 p.m.,St Albans,2.866666555,,,7.233263969,0.363140881,1.790361166,-0.434055418,7.667319298,0.254486889,30.29999924,10,83.05819702,64.30935669,,,20.29999924
3/07/2018 7:00:00 p.m.,St Albans,2.933333397,,,6.316958427,0.468411505,1.78713882,-0.754360974,7.071319103,0.210099787,37.40000153,10.70000076,84.9237442,58.48654175,,,26.70000076
3/07/2018 8:00:00 p.m.,St Albans,2.799999952,,,5.931528091,0.435987651,1.809083462,-0.88330555,6.814833164,0.213411689,30,9.799999237,85.81152344,67.70379639,,,20.20000076
3/07/2018 9:00:00 p.m.,St Albans,3.299999952,,,5.906389236,0.373530149,1.960805655,-0.963166654,6.869555473,0.14287892,22.20000076,7.100000381,86.74388885,70.67246246,,,15.10000038
3/07/2018 10:00:00 p.m.,St Albans,3.616666794,,,6.352305412,0.270091474,2.114027739,-0.782958329,7.135263443,0.13074258,16.20000076,8.400000572,87.38139343,69.02877808,,,7.800000191
3/07/2018 11:00:00 p.m.,St Albans,4.633333206,,,6.99861145,0.113401309,2.451777935,-0.706055641,7.704666615,0.135595113,13.60000038,9.000000954,88.19069672,54.70740891,,,4.599999905
4/07/2018 12:00:00 a.m.,St Albans,5.033333302,,,7.804361343,0.065820411,2.71888876,-0.395208359,8.199569702,0.085557044,10.39999962,5.799999714,85.87486267,59.56470108,,,4.599999905
4/07/2018 1:00:00 a.m.,St Albans,4.716666698,,,8.101791382,0.046449356,2.669888973,-0.267958403,8.369750023,0.05633831,8.600000381,6.500000477,84.06513977,59.22359848,,,2.099999905
4/07/2018 2:00:00 a.m.,St Albans,5.316666603,,,7.964375019,0.038764779,2.77372241,-0.229360983,8.193736076,0.06411881,8.600000381,3.700000286,83.86166382,59.28153992,,,4.900000095
4/07/2018 3:00:00 a.m.,St Albans,5.416666508,,,7.693361282,0.030410305,2.655305624,-0.04493038,7.73829174,,9.399999619,7.199999809,85.65513611,14.81355,,,2.200000048
4/07/2018 4:00:00 a.m.,St Albans,2.733333349,,,5.751389027,0.156773239,1.701944351,0.328722328,5.42266655,0.108482569,14.19999981,6.899999619,82.68278503,38.4710083,,,7.300000191
4/07/2018 5:00:00 a.m.,St Albans,3.450000048,,,5.211388588,0.079140022,2.041749954,-0.730763853,5.942152977,0.024908481,12,7.900000095,89.52986145,358.043396,,,4.099999905
4/07/2018 6:00:00 a.m.,St Albans,2.883333445,,,3.800374985,0.160374045,1.825111151,-0.574083388,4.374458313,0.011534216,12.10000038,5.800000191,88.09597015,76.99268341,,,6.300000191
4/07/2018 7:00:00 a.m.,St Albans,3.849999905,,,5.697986126,0.092929691,2.223666668,-0.927027762,6.625013828,0.028280947,10.80000019,9.900000572,93.19902802,91.64173126,,,0.899999976
4/07/2018 8:00:00 a.m.,St Albans,2.066666603,,,4.693500042,0.729068041,1.001388907,-0.429944426,5.123444557,0.464887083,11.5,5.400000095,90.42861176,,,,6.099999905
4/07/2018 9:00:00 a.m.,St Albans,2.25,,,3.110652924,1.37937355,1.06183362,-1.046749949,4.157402992,1.177668214,34.79999924,8.899999619,89.57569885,230.7754059,,,25.89999962
4/07/2018 10:00:00 a.m.,St Albans,1.516666651,,,4.448541641,1.301355958,0.526250005,-2.361485958,6.810027599,1.364890099,39.59999847,15.29999924,93.12611389,,,,24.29999924
4/07/2018 11:00:00 a.m.,St Albans,2.416666746,,,6.104708672,1.174417257,1.366277814,-1.024027705,7.128736019,1.534874439,60.09999847,23.59999847,93.15083313,306.5935974,,,36.5
4/07/2018 12:00:00 p.m.,St Albans,2.083333254,,,7.424347401,0.304321408,1.144805551,-1.330527663,8.754875183,0.558689415,33.09999847,14.59999847,89.95124817,,,,18.5
4/07/2018 1:00:00 p.m.,St Albans,2.433333397,,,8.87962532,0.194069639,1.092888832,-1.748194575,10.62781906,0.643507719,30.29999924,13.89999962,82.85069275,267.9682922,,,16.39999962
4/07/2018 2:00:00 p.m.,St Albans,2.400000095,,,10.35527802,0.132879391,1.09408319,-1.681236148,12.03651333,0.877890527,14.30000019,10.20000076,72.61499786,,,,4.099999905
4/07/2018 3:00:00 p.m.,St Albans,2.683333397,,,11.22700119,0.157336712,1.387472272,-1.658389091,12.88539028,1.83430171,18.20000076,11.60000134,67.23527527,245.6145935,,,6.599999905
4/07/2018 4:00:00 p.m.,St Albans,2.183333397,,,11.48894501,0.194457233,1.23522234,-2.484152794,13.97309875,1.29484117,24.70000076,13.50000095,52.90333176,237.4687042,,,11.19999981
4/07/2018 5:00:00 p.m.,St Albans,2.283333302,,,10.28123569,0.282309324,1.310083389,-0.971611023,11.25284863,0.578854322,23.29999924,12.39999962,69.09416962,44.59928894,,,10.89999962
4/07/2018 6:00:00 p.m.,St Albans,1.5,,,7.423985958,0.873650849,0.849555492,-1.106805444,8.530792236,0.826457322,44.09999847,20.09999847,77.99236298,,,,24
4/07/2018 7:00:00 p.m.,St Albans,0.816666663,,,5.285888672,1.63592124,0.375555575,-1.688305497,6.974194527,1.480563879,65,27.79999924,82.45888519,,,,37.20000076
4/07/2018 8:00:00 p.m.,St Albans,0.666666687,,,3.99255538,2.4859972,0.386249989,-1.750027776,5.742583275,2.270164967,85.59999847,23.69999695,85.02388763,220.0464935,,,61.90000153
4/07/2018 9:00:00 p.m.,St Albans,2.183333397,,,3.791305542,2.552524328,1.214777708,-1.936736226,5.728041649,2.328091383,110.3000031,22.30000305,88.73638916,235.7272949,,,88
4/07/2018 10:00:00 p.m.,St Albans,2.616666794,,,4.732694626,1.070501924,1.380972385,-1.214333177,5.947027683,1.172719479,62.59999847,20.89999771,90.85500336,253.5852966,,,41.70000076
4/07/2018 11:00:00 p.m.,St Albans,1.799999952,,,3.932764053,0.521746933,1.016694307,-1.3793751,5.312139034,0.456783026,31,11.10000038,85.38555908,303.3309937,,,19.89999962
5/07/2018 12:00:00 a.m.,St Albans,3.466666698,,,3.699861288,0.40035668,2.110083342,-0.919930637,4.619791985,0.274680525,30.60000038,9.200000763,88.93458557,250.4476013,,,21.39999962
5/07/2018 1:00:00 a.m.,St Albans,4.099999905,,,4.229097366,0.194787234,2.249305725,-0.542472303,4.771569252,0.198071525,24.39999962,6.5,91.73805237,242.8993073,,,17.89999962
5/07/2018 2:00:00 a.m.,St Albans,4.533333302,,,4.34426403,0.136069477,2.433833599,-0.566833436,4.911097527,0.161952063,19.70000076,6.700000763,91.53291321,245.5648041,,,13
5/07/2018 3:00:00 a.m.,St Albans,4.099999905,,,4.786111355,0.104532078,2.373222351,-0.708902776,5.495014191,,19.10000038,6.300000191,91.40763855,241.9311066,,,12.80000019
5/07/2018 4:00:00 a.m.,St Albans,2.650000095,,,4.459013939,0.125621676,1.548333287,-0.569500029,5.028513432,0.109790213,16.5,7.699999809,89.84638977,275.1585083,,,8.800000191
5/07/2018 5:00:00 a.m.,St Albans,1.766666651,,,3.376847267,0.182229981,0.881166697,-0.71691668,4.093763828,0.04439342,15.89999962,4.699999809,88.71652985,,,,11.19999981
5/07/2018 6:00:00 a.m.,St Albans,1.066666603,,,2.405763865,0.335506648,0.566527784,-0.89958334,3.305347204,0.125494599,15.89999962,4.399999619,88.22792053,,,,11.5
5/07/2018 7:00:00 a.m.,St Albans,1.799999952,,,1.594222188,0.509681463,1.105638862,-0.567625046,2.161847115,0.226787776,23.29999924,6.5,88.82527924,296.4732971,,,16.79999924
5/07/2018 8:00:00 a.m.,St Albans,0.833333313,,,1.028916597,1.008862019,0.430583328,-0.558416665,1.587333322,0.642140925,24.10000038,6.600000381,89.46208191,,,,17.5
5/07/2018 9:00:00 a.m.,St Albans,0.983333349,,,0.981458366,1.839337111,0.605694473,-0.945055485,1.926513791,1.548193216,38.29999924,12.69999886,90.43000031,17.28400993,,,25.60000038
5/07/2018 10:00:00 a.m.,St Albans,1.633333325,,,2.345680475,1.27223444,0.891888916,-0.679541707,3.025222063,1.336233258,44.5,17.20000076,92.71930695,17.40405083,,,27.29999924
5/07/2018 11:00:00 a.m.,St Albans,3.683333397,,,5.780180454,0.324578971,2.331472158,-0.930277765,6.710458279,0.461263657,24.60000038,9.400000572,93.82458496,41.69733047,,,15.19999981
5/07/2018 12:00:00 p.m.,St Albans,4.900000095,,,8.385874748,0.095610112,2.907194614,-0.043083508,8.428958893,0.260471165,20.60000038,12.70000076,86.7041626,62.38845062,,,7.900000095
5/07/2018 1:00:00 p.m.,St Albans,6.383333206,,,9.36598587,0.066202514,3.346222162,0.119055748,9.246931076,0.194201663,17.89999962,13.19999981,81.7444458,63.75807953,,,4.699999809
5/07/2018 2:00:00 p.m.,St Albans,8.216666222,,,10.14656734,0.037372626,4.441055775,0.024680456,10.12188911,0.202793017,19.5,13.10000038,77.93875122,68.80899811,,,6.400000095
5/07/2018 3:00:00 p.m.,St Albans,9.066666603,,,10.08848476,0.024296815,5.028388977,-0.074639,10.16312504,0.2253699,24.70000076,15.80000114,77.02819824,71.00182343,,,8.899999619
5/07/2018 4:00:00 p.m.,St Albans,7.966666698,,,10.0369463,0.04320886,4.334888935,-0.043027878,10.07997417,0.175960675,22.5,15.30000019,78.71013641,72.19577789,,,7.199999809
5/07/2018 5:00:00 p.m.,St Albans,8.149999619,,,9.692597389,0.069882818,4.402611256,-0.075527988,9.768125534,0.199043453,21.79999924,14.79999924,80.37152863,76.18665314,,,7
5/07/2018 6:00:00 p.m.,St Albans,7.199999809,,,9.433763504,0.078660063,4.15913868,-0.117250122,9.551013947,0.157416135,21.89999962,13.09999943,83.10639191,78.25509644,,,8.800000191
5/07/2018 7:00:00 p.m.,St Albans,7.516666889,,,9.345889091,0.071586393,4.334833145,-0.122847557,9.468736649,0.145876214,24.20000076,17.90000153,85.18458557,83.056633,,,6.300000191
5/07/2018 8:00:00 p.m.,St Albans,7,,,9.162680626,0.058248188,4.003583431,-0.211125061,9.373806,0.119988494,26.70000076,17.80000114,87.14888763,89.70324707,,,8.899999619
5/07/2018 9:00:00 p.m.,St Albans,6.550000191,,,9.169694901,0.053436428,3.850222588,-0.195278004,9.364972115,0.106256247,27,17.19999886,88.58457947,87.22363281,,,9.800000191
5/07/2018 10:00:00 p.m.,St Albans,5.033333302,,,8.735972404,0.080728889,3.024666548,-0.253805488,8.989777565,0.092893191,28.29999924,18.5,90.04638672,94.85236359,,,9.800000191
5/07/2018 11:00:00 p.m.,St Albans,4.783333302,,,8.505791664,0.082516387,2.715361118,-0.320722252,8.826514244,0.065746017,25.89999962,19.89999962,91.22389221,83.32631683,,,6
6/07/2018 12:00:00 a.m.,St Albans,4.483333588,,,8.507069588,0.074970782,2.52922225,-0.317472309,8.824542046,0.062442191,26.79999924,17.79999924,92.18875122,80.57929993,,,9
6/07/2018 1:00:00 a.m.,St Albans,4.516666889,,,8.642819405,0.06421937,2.684333324,-0.314403057,8.957221985,0.044928741,24.89999962,17.79999924,91.89694214,74.82151031,,,7.099999905
6/07/2018 2:00:00 a.m.,St Albans,5.233333111,,,8.667985916,0.034036547,2.863749743,-0.314541668,8.982527733,0.054901104,24.39999962,18.29999924,91.37208557,89.77897644,,,6.099999905
6/07/2018 3:00:00 a.m.,St Albans,4.116666794,,,8.758972168,0.012917539,2.40775013,-0.297139019,9.056111336,,28.60000038,22.40000153,91.04152679,78.70916748,,,6.199999809
6/07/2018 4:00:00 a.m.,St Albans,3.816666603,,,8.813611031,0.014935719,2.118777752,-0.309347302,9.122958183,0.062327947,26.60000038,21.20000076,89.84680939,77.98721313,,,5.400000095
6/07/2018 5:00:00 a.m.,St Albans,2.400000095,,,8.11980629,0.039904959,1.32355547,-0.475763798,8.595569611,0.076140463,23.20000076,16.30000114,89.34249878,45.62007904,,,6.900000095
6/07/2018 6:00:00 a.m.,St Albans,1.566666603,,,7.063875198,0.216907963,0.818611085,-0.04556942,7.109444618,0.058177214,23.39999962,10.89999962,88.75416565,,,,12.5
6/07/2018 7:00:00 a.m.,St Albans,1.316666603,,,5.976180553,0.387858301,0.691527724,0.176305532,5.799875259,0.159898743,27.89999962,8.899999619,88.58042145,347.3263855,,,19
6/07/2018 8:00:00 a.m.,St Albans,1.450000048,,,5.299777508,0.880764365,0.744527817,-0.164499924,5.464277744,0.609089196,29.29999924,10.39999962,89.75444794,341.9804993,,,18.89999962
6/07/2018 9:00:00 a.m.,St Albans,1.766666651,,,5.091833115,1.04269886,0.814777851,-0.574694455,5.666527748,1.020674109,39,12.29999924,91.11083221,95.98605347,,,26.70000076
6/07/2018 10:00:00 a.m.,St Albans,0.800000012,,,6.113638878,0.879822493,0.282027781,-2.538388968,8.652029037,0.909208775,42.79999924,17.89999962,92.83222198,,,,24.89999962
6/07/2018 11:00:00 a.m.,St Albans,2.833333254,,,10.03926277,0.555160999,1.625860929,-1.731388688,11.77065277,0.704607725,48,24.29999924,85.75680542,79.66491699,,,23.70000076
6/07/2018 12:00:00 p.m.,St Albans,2.849999905,,,12.3205986,0.084222831,1.570888877,-0.395583481,12.71618176,0.586430788,15.19999981,11.89999962,66.62347412,43.44527054,,,3.299999952
6/07/2018 1:00:00 p.m.,St Albans,2.233333349,,,12.36508369,0.081532143,1.19030571,-0.539138794,12.90421963,0.541077435,14.5,9.5,67.53430939,50.11951828,,,5
6/07/2018 2:00:00 p.m.,St Albans,3.783333302,,,12.99258327,0.102743335,2.328388929,-0.292138904,13.28472328,0.403950661,16.39999962,9.799999237,61.18874741,72.99281311,,,6.599999905
6/07/2018 3:00:00 p.m.,St Albans,4.033333302,,,12.67453003,0.113649316,2.320555687,-0.07262516,12.74715328,0.460472763,10.69999981,9,59.86416626,84.43232727,,,1.700000048
6/07/2018 4:00:00 p.m.,St Albans,4.433333397,,,11.89773655,0.14627777,2.54013896,-0.029389063,11.92712498,0.387779564,16.10000038,10.40000057,65.76958466,91.54438019,,,5.699999809
6/07/2018 5:00:00 p.m.,St Albans,3.116666794,,,11.24989033,0.202307209,1.848055601,-0.225055382,11.47494316,0.348258883,22.20000076,14.20000076,71.82319641,75.26386261,,,8
6/07/2018 6:00:00 p.m.,St Albans,2.633333445,,,10.63520813,0.408065259,1.486527681,-0.59649992,11.23170853,0.410437584,31.5,17.30000114,72.83125305,83.41535187,,,14.19999981
